,vintage,country,county,designation,points,price,province,title,variety,winery
24816,2016,Italy,Etna,,89,,Sicily & Sardinia,Cottanera 2016 Rosato (Etna),Rosato,Cottanera
24817,2016,France,Muscadet Sèvre et Maine,Les Parcelles Sur Lie,84,12.0,Loire Valley,Marc Dupas 2016 Les Parcelles Sur Lie (Muscadet Sèvre et Maine),Melon,Marc Dupas
24818,2016,US,Lodi,,89,20.0,California,Uvaggio 2016 Rosé (Lodi),Rosé,Uvaggio
24819,2016,Austria,,Classic,90,22.0,Weinviertel,Kohl 2016 Classic Grüner Veltliner (Weinviertel),Grüner Veltliner,Kohl
24820,2016,France,Alsace,,90,18.0,Alsace,Wolfberger 2016 Riesling (Alsace),Riesling,Wolfberger
24821,2016,Portugal,,Cabriz Rosé Colheita Seleccionada,86,9.0,Dão,Global Wines 2016 Cabriz Rosé Colheita Seleccionada Rosé (Dão),Rosé,Global Wines
24822,2016,France,Côtes de Gascogne,Colombard-Sauvignon,86,10.0,Southwest France,Domaine de Ménard 2016 Colombard-Sauvignon Colombard-Sauvignon Blanc (Côtes de Gascogne),Colombard-Sauvignon Blanc,Domaine de Ménard
24823,2016,Chile,,Max Reserva,86,20.0,Aconcagua Costa,Errazuriz 2016 Max Reserva Chardonnay (Aconcagua Costa),Chardonnay,Errazuriz
24824,2016,Portugal,,Dom Diogo,85,15.0,Vinho Verde,Quinta da Raza 2016 Dom Diogo Arinto (Vinho Verde),Arinto,Quinta da Raza
24825,2016,US,San Luis Obispo County,,84,25.0,California,Asuncion Ridge 2016 Rosé (San Luis Obispo County),Rosé,Asuncion Ridge
24826,2016,US,North Fork of Long Island,Sparkling Rosé,90,45.0,New York,Bedell 2016 Sparkling Rosé Sparkling (North Fork of Long Island),Sparkling Blend,Bedell
24827,2016,Portugal,,Duas Castas Roupeiro-Viosinho,88,14.0,Alentejano,Herdade do Esporão 2016 Duas Castas Roupeiro-Viosinho White (Alentejano),Portuguese White,Herdade do Esporão
24828,2016,US,Willamette Valley,Vin Rosé de,90,25.0,Oregon,Aubichon Cellars 2016 Vin Rosé de Pinot Gris (Willamette Valley),Pinot Gris,Aubichon Cellars
24829,2016,Portugal,,MarquÃªs de Borba Branco,85,15.0,Alentejo,J. Portugal Ramos 2016 MarquÃªs de Borba Branco White (Alentejo),Portuguese White,J. Portugal Ramos
24830,2016,Italy,Barbera d'Alba,,88,17.0,Piedmont,Marchesi di Barolo 2016 Barbera d'Alba,Barbera,Marchesi di Barolo
24831,2016,US,Napa Valley,Pinot Meunier,90,18.0,California,Draxton 2016 Pinot Meunier Rosé (Napa Valley),Rosé,Draxton
24832,2016,US,Ballard Canyon,Estate Grown,90,30.0,California,Stolpman 2016 Estate Grown Roussanne (Ballard Canyon),Roussanne,Stolpman
24833,2016,US,Yakima Valley,Boushey Vineyard,91,25.0,Washington,Two Vintners 2016 Boushey Vineyard Grenache Blanc (Yakima Valley),Grenache Blanc,Two Vintners
24834,2016,US,California,Analog In A Digital Age,92,38.0,California,Monochrome 2016 Analog In A Digital Age White (California),White Blend,Monochrome
24835,2016,US,Napa Valley,Ingrid and Julia,90,28.0,California,Tres Sabores 2016 Ingrid and Julia Rosé (Napa Valley),Rosé,Tres Sabores
24836,2016,France,Sancerre,Terroir Silex,90,27.0,Loire Valley,Domaine Gérard Fiou 2016 Terroir Silex (Sancerre),Sauvignon Blanc,Domaine Gérard Fiou
24837,2016,Spain,Priorat,,82,30.0,Catalonia,Terroir Al Límit 2016 White (Priorat),White Blend,Terroir Al Límit
24838,2016,US,Mendocino Ridge,Greenwood Ridge Vineyard,85,24.0,California,Phillips Hill 2016 Greenwood Ridge Vineyard Riesling (Mendocino Ridge),Riesling,Phillips Hill
24839,2016,France,Côtes de Provence Sainte-Victoire,,88,24.0,Provence,Château Maupague 2016 Rosé (Côtes de Provence Sainte-Victoire),Rosé,Château Maupague
24840,2016,Germany,,Rüdesheim Kabinett Feinherb,88,16.0,Rheingau,Carl Ehrhard 2016 Rüdesheim Kabinett Feinherb Riesling (Rheingau),Riesling,Carl Ehrhard
24841,2016,Austria,,Lion,92,,Niederösterreich,Sohm & Kracher 2016 Lion Grüner Veltliner (Niederösterreich),Grüner Veltliner,Sohm & Kracher
24842,2016,Argentina,Mendoza,,88,30.0,Mendoza Province,El Enemigo 2016 Chardonnay (Mendoza),Chardonnay,El Enemigo
24843,2016,France,Sable de Camargue,Domaine Le Pive Gris,88,16.0,Languedoc-Roussillon,Vignobles Jeanjean 2016 Domaine Le Pive Gris Rosé (Sable de Camargue),Rosé,Vignobles Jeanjean
24844,2016,France,Pays d'Oc,Flying Solo Grenache Cinsault,85,10.0,Languedoc-Roussillon,Gayda 2016 Flying Solo Grenache Cinsault Rosé (Pays d'Oc),Rosé,Gayda
24845,2016,France,Vin de France,Le Réveil,86,7.0,France Other,Les Domaines Auriol 2016 Le Réveil Malbec (Vin de France),Malbec,Les Domaines Auriol
24846,2016,US,Suisun Valley,Capp-Inn Ranch Pétillant Naturel,88,24.0,California,Onward 2016 Capp-Inn Ranch Pétillant Naturel Malvasia Bianca (Suisun Valley),Malvasia Bianca,Onward
24847,2016,Portugal,,São Miguel do Sul,89,11.0,Alentejano,Casa Agricola Alexandre Relvas 2016 São Miguel do Sul White (Alentejano),Portuguese White,Casa Agricola Alexandre Relvas
24848,2016,France,Côtes de Provence,Tradition,87,20.0,Provence,Domaine Sainte-Marie 2016 Tradition Rosé (Côtes de Provence),Rosé,Domaine Sainte-Marie
24849,2016,US,Rogue Valley,Maiden,85,19.0,Oregon,Eliana 2016 Maiden Rosé (Rogue Valley),Rosé,Eliana
24850,2016,Austria,,Klassik,90,,Südsteiermark,Wohlmuth 2016 Klassik Sauvignon Blanc (Südsteiermark),Sauvignon Blanc,Wohlmuth
24851,2016,US,Columbia Valley (WA),Rescue,90,18.0,Washington,Upsidedown 2016 Rescue Rosé (Columbia Valley (WA)),Rosé,Upsidedown
24852,2016,US,Anderson Valley,,89,22.0,California,Navarro 2016 Riesling (Anderson Valley),Riesling,Navarro
24853,2016,France,Pays d'Oc,Gris Blanc,87,17.0,Languedoc-Roussillon,Gérard Bertrand 2016 Gris Blanc Rosé (Pays d'Oc),Rosé,Gérard Bertrand
24854,2016,US,Clarksburg,Nuvola,90,22.0,California,Markus Wine Co 2016 Nuvola Gewürztraminer (Clarksburg),Gewürztraminer,Markus Wine Co
24855,2016,France,Alsace,Cuvée Emile Willm,89,21.0,Alsace,Willm 2016 Cuvée Emile Willm Pinot Gris (Alsace),Pinot Gris,Willm
24856,2016,France,Mâcon-Uchizy,,87,15.0,Burgundy,Raphael Sallet 2016 Mâcon-Uchizy,Chardonnay,Raphael Sallet
24857,2016,France,Tavel,,92,22.0,Rhône Valley,Château la Genestière 2016 Tavel,Rosé,Château la Genestière
24858,2016,US,Lake County,Asbill Valley,90,18.0,California,Six Sigma Ranch 2016 Asbill Valley Sauvignon Blanc (Lake County),Sauvignon Blanc,Six Sigma Ranch
24859,2016,US,Columbia Valley (WA),,86,11.0,Washington,Anew 2016 Rosé (Columbia Valley (WA)),Rosé,Anew
24860,2016,France,Coteaux Varois en Provence,Domaine des Monticoles,88,14.0,Provence,Les Vins Bréban 2016 Domaine des Monticoles Rosé (Coteaux Varois en Provence),Rosé,Les Vins Bréban
24861,2016,US,Lake County,Finley Road Vineyard,83,10.0,California,Sans Wine Co 2016 Finley Road Vineyard Sauvignon Blanc (Lake County),Sauvignon Blanc,Sans Wine Co
24862,2016,Italy,Sicilia,Sallier de la Tour,86,12.0,Sicily & Sardinia,Tasca d'Almerita 2016 Sallier de la Tour Grillo (Sicilia),Grillo,Tasca d'Almerita
24863,2016,Portugal,,Portada Winemaker's Selection,85,10.0,Lisboa,DFJ Vinhos 2016 Portada Winemaker's Selection Rosé (Lisboa),Rosé,DFJ Vinhos
24864,2016,US,Paso Robles,,89,22.0,California,Record Family Wines 2016 Viognier (Paso Robles),Viognier,Record Family Wines
24865,2016,Italy,Bardolino Chiaretto,,86,16.0,Veneto,Massimo Ronca 2016 Bardolino Chiaretto,Red Blend,Massimo Ronca
24866,2016,Australia,McLaren Vale,Jester Sangiovese,86,20.0,South Australia,Mitolo 2016 Jester Sangiovese Rosé (McLaren Vale),Rosé,Mitolo
24867,2016,US,Russian River Valley,,90,20.0,California,MacMurray Estate Vineyards 2016 Pinot Gris (Russian River Valley),Pinot Gris,MacMurray Estate Vineyards
24868,2016,Argentina,Río Negro Valley,006 Riverside Estate,83,17.0,Other,Aniello 2016 006 Riverside Estate Chardonnay (Río Negro Valley),Chardonnay,Aniello
24869,2016,Uruguay,,,86,25.0,Montevideo,Bouza 2016 Albariño (Montevideo),Albariño,Bouza
24870,2016,Italy,Salento,Metiusco,87,25.0,Southern Italy,Palamà 2016 Metiusco Rosato (Salento),Rosato,Palamà
24871,2016,US,California,,87,20.0,California,South Coast 2016 Verdelho (California),Verdelho,South Coast
24872,2016,France,Ile de Beauté,Terra Santa,85,10.0,France Other,Union de Vignerons de l'Île de Beauté 2016 Terra Santa Rosé (Ile de Beauté),Rosé,Union de Vignerons de l'Île de Beauté
24873,2016,Argentina,Buenos Aires,Costa & Pampa,87,20.0,Other,Trapiche 2016 Costa & Pampa Sauvignon Blanc (Buenos Aires),Sauvignon Blanc,Trapiche
24874,2016,Italy,Puglia,Selva della Rocca Nero di Troia,87,15.0,Southern Italy,Cantina Le Grotte 2016 Selva della Rocca Nero di Troia Rosato (Puglia),Rosato,Cantina Le Grotte
24875,2016,Italy,Prosecco,Millesimato Extra Dry,87,11.0,Veneto,Val d'Oca 2016 Millesimato Extra Dry (Prosecco),Glera,Val d'Oca
24876,2016,US,Bennett Valley,,85,25.0,California,Pellegrini 2016 Sauvignon Blanc (Bennett Valley),Sauvignon Blanc,Pellegrini
24877,2016,Germany,,Kabinett,90,29.0,Rheinhessen,Thörle 2016 Kabinett Riesling (Rheinhessen),Riesling,Thörle
24878,2016,Portugal,,Pinta Negra,85,9.0,Lisboa,Adega Mãe 2016 Pinta Negra White (Lisboa),Portuguese White,Adega Mãe
24879,2016,France,Vouvray,Sec,87,18.0,Loire Valley,Château Moncontour 2016 Sec (Vouvray),Chenin Blanc,Château Moncontour
24880,2016,Italy,Valdobbiadene Prosecco Superiore,Rive di Col San Martino Brut 26Â° Primo,87,22.0,Veneto,Andreola 2016 Rive di Col San Martino Brut 26Â° Primo (Valdobbiadene Prosecco Superiore),Glera,Andreola
24881,2016,US,Bennett Valley,,92,55.0,California,Flanagan 2016 Viognier (Bennett Valley),Viognier,Flanagan
24882,2016,US,San Luis Obispo County,,88,19.0,California,Sinor-LaVallee 2016 Pinot Gris (San Luis Obispo County),Pinot Gris,Sinor-LaVallee
24883,2016,France,Vin de France,Perles de,82,19.0,France Other,Gérard Bertrand 2016 Perles de Sauvignon Blanc (Vin de France),Sauvignon Blanc,Gérard Bertrand
24884,2016,Austria,,L&T,89,22.0,Niederösterreich,Bründlmayer 2016 L&T Grüner Veltliner (Niederösterreich),Grüner Veltliner,Bründlmayer
24885,2016,Italy,Sicilia,Mandrarossa Costa Dune,86,11.0,Sicily & Sardinia,Settesoli 2016 Mandrarossa Costa Dune Grillo (Sicilia),Grillo,Settesoli
24886,2016,Portugal,,Portugal Ramos,87,10.0,Vinho Verde,J. Portugal Ramos 2016 Portugal Ramos Rosé (Vinho Verde),Rosé,J. Portugal Ramos
24887,2016,US,Willamette Valley,,90,19.0,Oregon,Elk Cove 2016 Pinot Gris (Willamette Valley),Pinot Gris,Elk Cove
24888,2016,Portugal,,Aliança Reserva,86,25.0,Bairrada,Caves Aliança 2016 Aliança Reserva White (Bairrada),Maria Gomes-Bical,Caves Aliança
24889,2016,Austria,,Terrassen Federspiel,92,24.0,Wachau,Tegernseerhof 2016 Terrassen Federspiel Riesling (Wachau),Riesling,Tegernseerhof
24890,2016,US,Finger Lakes,Stony Lonesome Estate Reserve Dry Rosé of,89,16.0,New York,Three Brothers 2016 Stony Lonesome Estate Reserve Dry Rosé of Pinot Noir (Finger Lakes),Pinot Noir,Three Brothers
24891,2016,Bulgaria,,Ilaya,86,16.0,Thracian Valley,Manastira 2016 Ilaya Rosé (Thracian Valley),Rosé,Manastira
24892,2016,Austria,,Langenlois,92,30.0,Kamptal,Hiedler 2016 Langenlois Riesling (Kamptal),Riesling,Hiedler
24893,2016,New Zealand,,,90,15.0,Marlborough,Greyrock 2016 Sauvignon Blanc (Marlborough),Sauvignon Blanc,Greyrock
24894,2016,Italy,Valdobbiadene Prosecco Superiore,Ius Naturae Organic Brut,88,22.0,Veneto,Bortomiol 2016 Ius Naturae Organic Brut (Valdobbiadene Prosecco Superiore),Glera,Bortomiol
24895,2016,France,Côtes de Provence,Vignoble Dragon La Belle Hélène,88,15.0,Provence,Domaine Dragon 2016 Vignoble Dragon La Belle Hélène Rosé (Côtes de Provence),Rosé,Domaine Dragon
24896,2016,US,Paso Robles,,88,38.0,California,Daou 2016 Rosé (Paso Robles),Rosé,Daou
24897,2016,Israel,,Estate,86,15.0,Galilee,Dalton 2016 Estate Fumé Blanc (Galilee),Fumé Blanc,Dalton
24898,2016,Chile,,120 Reserva Especial,85,8.0,Central Valley,Santa Rita 2016 120 Reserva Especial Carmenère (Central Valley),Carmenère,Santa Rita
24899,2016,Italy,Barbera d'Asti,,89,22.0,Piedmont,Damilano 2016 Barbera d'Asti,Barbera,Damilano
24900,2016,US,Bennett Valley,Dry Stack Vineyard Rosemary's Block,93,30.0,California,Grey Stack 2016 Dry Stack Vineyard Rosemary's Block Sauvignon Blanc (Bennett Valley),Sauvignon Blanc,Grey Stack
24901,2016,France,Côtes de Provence,L'Elégance Réserve des Bertrands,90,20.0,Provence,Château des Bertrands 2016 L'Elégance Réserve des Bertrands Rosé (Côtes de Provence),Rosé,Château des Bertrands
24902,2016,France,Muscadet Côtes de Grandlieu,Les Parcelles Sur Lie,87,12.0,Loire Valley,Domaine les Hautes Noëlles 2016 Les Parcelles Sur Lie (Muscadet Côtes de Grandlieu),Melon,Domaine les Hautes Noëlles
24903,2016,France,Bordeaux Blanc,,88,15.0,Bordeaux,Château Mission Saint Vincent 2016 Bordeaux Blanc,Bordeaux-style White Blend,Château Mission Saint Vincent
24904,2016,Spain,Rías Baixas,Albariño,88,18.0,Galicia,La Caña 2016 Albariño Albariño (Rías Baixas),Albariño,La Caña
24905,2016,US,Columbia Valley (WA),,85,15.0,Washington,Kiona 2016 Chenin Blanc (Columbia Valley (WA)),Chenin Blanc,Kiona
24906,2016,France,Vouvray,,87,17.0,Loire Valley,Clos Chapon 2016 Vouvray,Chenin Blanc,Clos Chapon
24907,2016,Austria,,Zweigelt,88,12.0,Niederösterreich,Winzer Krems 2016 Zweigelt Rosé (Niederösterreich),Rosé,Winzer Krems
24908,2016,US,Columbia Valley (WA),Estate Bottled,87,13.0,Washington,Barnard Griffin 2016 Estate Bottled Pinot Gris (Columbia Valley (WA)),Pinot Gris,Barnard Griffin
24909,2016,Australia,Clare Valley,Mort's Reserve,91,35.0,South Australia,Kilikanoon 2016 Mort's Reserve Riesling (Clare Valley),Riesling,Kilikanoon
24910,2016,Austria,,Terrassen,91,17.0,Traisental,Markus Huber 2016 Terrassen Grüner Veltliner (Traisental),Grüner Veltliner,Markus Huber
24911,2016,France,Pays d'Oc,La Villa de Maison Vialade,87,12.0,Languedoc-Roussillon,Les Domaines Auriol 2016 La Villa de Maison Vialade Marselan (Pays d'Oc),Marselan,Les Domaines Auriol
24912,2016,US,Santa Barbara County,,91,26.0,California,Municipal Winemakers 2016 Grenache Blanc (Santa Barbara County),Grenache Blanc,Municipal Winemakers
24913,2016,France,Côtes de Provence,MiP Made in Provence Classic,88,25.0,Provence,Domaine Sainte Lucie 2016 MiP Made in Provence Classic Rosé (Côtes de Provence),Rosé,Domaine Sainte Lucie
24914,2016,France,Bourgogne Hautes Côtes de Nuits,Belle Canaille,86,,Burgundy,Jean-Luc and Paul Aegerter 2016 Belle Canaille (Bourgogne Hautes Côtes de Nuits),Pinot Noir,Jean-Luc and Paul Aegerter
24915,2016,France,Alsace,Vieilles Vignes,89,17.0,Alsace,Jean-Marc Bernhard 2016 Vieilles Vignes Riesling (Alsace),Riesling,Jean-Marc Bernhard
24916,2016,France,Côtes de Provence,Argentière,90,26.0,Provence,Château des Bormettes 2016 Argentière Rosé (Côtes de Provence),Rosé,Château des Bormettes
24917,2016,Portugal,,DFJ Alvarinho-Chardonnay,89,12.0,Lisboa,DFJ Vinhos 2016 DFJ Alvarinho-Chardonnay White (Lisboa),Portuguese White,DFJ Vinhos
24918,2016,France,Bordeaux Blanc,,86,17.0,Bordeaux,Château Suau 2016 Bordeaux Blanc,Bordeaux-style White Blend,Château Suau
24919,2016,Italy,Valpolicella,,87,15.0,Veneto,Corte Giara 2016 Valpolicella,Red Blend,Corte Giara
24920,2016,US,Columbia Valley (WA),,88,12.0,Washington,Renegade 2016 Rosé (Columbia Valley (WA)),Rosé,Renegade
24921,2016,US,Santa Barbara County,Rosé of,90,30.0,California,Tercero 2016 Rosé of Mourvèdre (Santa Barbara County),Mourvèdre,Tercero
24922,2016,Italy,Soave,,88,17.0,Veneto,Corte Giacobbe 2016 Soave,Garganega,Corte Giacobbe
24923,2016,France,Bordeaux Blanc,,88,17.0,Bordeaux,Château Haut Mouleyre 2016 Bordeaux Blanc,Bordeaux-style White Blend,Château Haut Mouleyre
24924,2016,US,California,Shirtail Ranches,87,13.0,California,Hess 2016 Shirtail Ranches Rosé (California),Rosé,Hess
24925,2016,US,Finger Lakes,Pinot Noir,89,17.0,New York,Chateau Lafayette Reneau 2016 Pinot Noir Rosé (Finger Lakes),Rosé,Chateau Lafayette Reneau
24926,2016,Austria,,,90,,Weinviertel,Ebner-Ebenauer 2016 Grüner Veltliner (Weinviertel),Grüner Veltliner,Ebner-Ebenauer
24927,2016,US,Cayuga Lake,Estate,88,16.0,New York,Hosmer 2016 Estate Grüner Veltliner (Cayuga Lake),Grüner Veltliner,Hosmer
24928,2016,France,Côtes de Provence,La Villa Barton,88,20.0,Provence,Barton & Guestier 2016 La Villa Barton Rosé (Côtes de Provence),Rosé,Barton & Guestier
24929,2016,US,Yakima Valley,Red Willow Vineyard Cabernet Franc,89,22.0,Washington,Savage Grace 2016 Red Willow Vineyard Cabernet Franc Rosé (Yakima Valley),Rosé,Savage Grace
24930,2016,France,Bordeaux Blanc,,87,14.0,Bordeaux,Château d'Haurets 2016 Bordeaux Blanc,Bordeaux-style White Blend,Château d'Haurets
24931,2016,US,Amador County,,88,19.0,California,Deaver 2016 Orange Muscat (Amador County),Orange Muscat,Deaver
24932,2016,France,Bordeaux Blanc,,87,16.0,Bordeaux,Château l' Oiseau 2016 Bordeaux Blanc,Bordeaux-style White Blend,Château l' Oiseau
24933,2016,France,Bandol,Domaine Mas Thérèse,91,23.0,Provence,Ravoire et Fils 2016 Domaine Mas Thérèse Rosé (Bandol),Rosé,Ravoire et Fils
24934,2016,US,Willamette Valley,,89,19.0,Oregon,Elk Cove 2016 Pinot Blanc (Willamette Valley),Pinot Blanc,Elk Cove
24935,2016,Spain,Alicante,Tarima Blanco,84,9.0,Levante,Volver 2016 Tarima Blanco White (Alicante),White Blend,Volver
24936,2016,Chile,,Reserva Terroir El Algarrobo,87,13.0,Casablanca Valley,TerraNoble 2016 Reserva Terroir El Algarrobo Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,TerraNoble
24937,2016,France,Côtes de Provence,Pointe du Diable,87,20.0,Provence,Château Malherbe 2016 Pointe du Diable Rosé (Côtes de Provence),Rosé,Château Malherbe
24938,2016,Spain,Rueda,,85,25.0,Northern Spain,Lagar del Rey 2016 Verdejo (Rueda),Verdejo,Lagar del Rey
24939,2016,US,Santa Ynez Valley,,88,30.0,California,Zanoli 2016 Chenin Blanc (Santa Ynez Valley),Chenin Blanc,Zanoli
24940,2016,US,Napa Valley,,86,36.0,California,Auburn 2016 Chardonnay (Napa Valley),Chardonnay,Auburn
24941,2016,Portugal,,Tinto,85,12.0,Alentejo,Tapada de Villar 2016 Tinto Red (Alentejo),Portuguese Red,Tapada de Villar
24942,2016,US,Central Coast,,90,16.0,California,Brander 2016 Sauvignon Blanc,Sauvignon Blanc,Brander
24943,2016,New Zealand,,,88,15.0,Marlborough,Esk Valley 2016 Sauvignon Blanc (Marlborough),Sauvignon Blanc,Esk Valley
24944,2016,Portugal,,Monte Velho,86,12.0,Alentejano,Herdade do Esporão 2016 Monte Velho Red (Alentejano),Portuguese Red,Herdade do Esporão
24945,2016,Australia,Adelaide Hills,,90,22.0,South Australia,Shaw and Smith 2016 Sauvignon Blanc (Adelaide Hills),Sauvignon Blanc,Shaw and Smith
24946,2016,Argentina,Tupungato,Cameleon Made With Organically Grown Grapes,85,15.0,Mendoza Province,Domaine Bousquet 2016 Cameleon Made With Organically Grown Grapes Cabernet Sauvignon (Tupungato),Cabernet Sauvignon,Domaine Bousquet
24947,2016,Spain,Rías Baixas,,88,22.0,Galicia,Paco & Lola 2016 Albariño (Rías Baixas),Albariño,Paco & Lola
24948,2016,Argentina,Luján de Cuyo,Breva,87,42.0,Mendoza Province,Alpamanta 2016 Breva Sauvignon Blanc (Luján de Cuyo),Sauvignon Blanc,Alpamanta
24949,2016,Italy,Venezia Giulia,Ramato,89,21.0,Northeastern Italy,Attems 2016 Ramato Pinot Grigio (Venezia Giulia),Pinot Grigio,Attems
24950,2016,France,Côtes de Gascogne,Rosé de Pressée,85,15.0,Southwest France,Domaine Guillaman 2016 Rosé de Pressée Rosé (Côtes de Gascogne),Rosé,Domaine Guillaman
24951,2016,Portugal,,Companhia das Lezirias Herdade de Catapereiro,86,12.0,Tejo,Wines & Winemakers 2016 Companhia das Lezirias Herdade de Catapereiro White (Tejo),Portuguese White,Wines & Winemakers
24952,2016,Chile,,Marchile,85,8.0,Curicó Valley,Viñedos Marchigüe 2016 Marchile Sauvignon Blanc (Curicó Valley),Sauvignon Blanc,Viñedos Marchigüe
24953,2016,Italy,Dolcetto d'Alba,,87,14.0,Piedmont,Principiano 2016 Dolcetto d'Alba,Dolcetto,Principiano
24954,2016,France,Bordeaux Rosé,,89,15.0,Bordeaux,Château Trocard 2016 Rosé (Bordeaux Rosé),Rosé,Château Trocard
24955,2016,Austria,,Getränk,88,14.0,Weinland Österreich,Dürnberg 2016 Getränk Grüner Veltliner (Weinland Österreich),Grüner Veltliner,Dürnberg
24956,2016,France,Côtes de Provence La Londe,Fantastique,92,48.0,Provence,Château Sainte Marguerite 2016 Fantastique Rosé (Côtes de Provence La Londe),Rosé,Château Sainte Marguerite
24957,2016,US,Oregon,Chassé,92,32.0,Oregon,DanCin 2016 Chassé Chardonnay (Oregon),Chardonnay,DanCin
24958,2016,Italy,Sannio,,88,17.0,Southern Italy,Feudi di San Gregorio 2016 Falanghina (Sannio),Falanghina,Feudi di San Gregorio
24959,2016,US,California,,83,15.0,California,SIP 2016 Rosé (California),Rosé,SIP
24960,2016,US,Temecula Valley,Montage,90,23.0,California,Baily 2016 Montage Sauvignon Blanc-Semillon (Temecula Valley),Sauvignon Blanc-Semillon,Baily
24961,2016,US,Sonoma Coast,,88,18.0,California,Folie à Deux 2016 Pinot Gris (Sonoma Coast),Pinot Gris,Folie à Deux
24962,2016,US,Rogue Valley,Rosé,90,16.0,Oregon,Quady North 2016 Rosé Grenache (Rogue Valley),Grenache,Quady North
